商品ID,商品名称,商品类别,价格,库存,销量,评分,评论数,上架周期,上架日期
PROD000355,平板电脑,数码配件,103.29,55,30,4.3,17,1,2024/6/17
PROD000356,蓝牙音箱,影音娱乐,160.36,37,29,3.8,23,5,2024/6/13
PROD000357,路由器,影音娱乐,99.85,49,33,5,23,21,2024/5/28
PROD000358,打印机,投影设备,253.16,44,29,4.3,17,4,2024/6/14
PROD000359,数据线,投影设备,344.78,50,35,4.5,17,21,2024/5/28
PROD000360,数据线,手机通讯,84.76,39,37,4.2,12,21,2024/5/28
PROD000361,耳机,电源配件,230.68,41,24,4.9,26,24,2024/5/25
PROD000362,充电器,家用电器,96.87,53,23,4.2,19,12,2024/6/6
PROD000363,内存条,智能家居,248.95,48,22,3.9,16,12,2024/6/6
PROD000364,内存条,影音娱乐,172.63,49,28,4.7,17,3,2024/6/15
PROD000365,充电器,家用电器,145.71,43,35,3.7,22,10,2024/6/8
PROD000366,无线耳机,存储设备,254.24,45,34,4.3,19,20,2024/5/29
PROD000367,蓝牙音箱,外设产品,106.01,47,29,4.2,14,8,2024/6/10
PROD000368,智能手机,智能家居,205.23,40,26,3.9,27,17,2024/6/1
PROD000369,智能手机,数码配件,202.26,56,37,4.4,15,27,2024/5/22
PROD000370,鼠标,电源配件,176.91,52,22,4.2,17,9,2024/6/9
PROD000371,智能手机,数码配件,124.08,62,29,4.4,26,23,2024/5/26
PROD000372,电视,影音娱乐,65.52,40,27,3.5,10,6,2024/6/12
PROD000373,充电器,电源配件,50,55,27,3.8,19,21,2024/5/28
PROD000374,智能手机,投影设备,120.24,43,28,4.2,17,26,2024/5/23
PROD000375,数据线,外设产品,345.82,46,22,3.9,22,28,2024/5/21
PROD000376,蓝牙音箱,电源配件,195.83,45,36,4.2,17,23,2024/5/26
PROD000377,显示器,影音娱乐,150.18,46,27,4,21,10,2024/6/8
PROD000378,平板电脑,家用电器,90.99,49,27,4.4,24,14,2024/6/4
PROD000379,耳机,存储设备,173.15,38,33,4.6,23,16,2024/6/2
PROD000380,打印机,数码配件,197.61,59,27,4.4,18,4,2024/6/14
PROD000381,显示器,存储设备,217.19,51,24,5,17,26,2024/5/23
PROD000382,鼠标,影音娱乐,116.23,54,34,3.7,26,14,2024/6/4
PROD000383,平板电脑,电源配件,181.83,52,34,5,20,17,2024/6/1
PROD000384,蓝牙音箱,存储设备,193.67,49,38,4,22,27,2024/5/22
PROD000385,路由器,外设产品,290.86,50,31,3.6,18,12,2024/6/6
PROD000386,平板电脑,存储设备,130.82,60,29,3.6,20,26,2024/5/23
PROD000387,数码相机,电源配件,175.85,52,36,4.3,33,14,2024/6/4
PROD000388,投影仪,数码配件,206.47,56,25,3.5,17,28,2024/5/21
PROD000389,显示器,智能家居,125.11,41,32,4.9,25,7,2024/6/11
PROD000390,数码相机,存储设备,78.72,42,29,3.5,17,4,2024/6/14
PROD000391,内存条,电脑办公,233.91,46,33,4.5,17,12,2024/6/6
PROD000392,显示器,投影设备,205.95,46,24,4.2,21,23,2024/5/26
PROD000393,机械键盘,电源配件,133.8,55,29,4.3,22,3,2024/6/15
PROD000394,数据线,外设产品,164.06,56,30,4.8,22,8,2024/6/10
PROD000395,投影仪,投影设备,224.14,47,36,4.6,19,14,2024/6/4
PROD000396,平板电脑,影音娱乐,147.29,48,29,4.2,18,1,2024/6/17
PROD000397,蓝牙音箱,手机通讯,199.74,56,29,4.2,19,26,2024/5/23
PROD000398,充电器,智能家居,106.15,47,24,4.2,18,18,2024/5/31
PROD000399,电视,存储设备,159.34,42,24,4.2,21,3,2024/6/15
PROD000400,显示器,家用电器,152.54,54,31,4.6,20,6,2024/6/12
PROD000401,打印机,智能家居,246.18,48,26,4.3,15,11,2024/6/7
PROD000402,内存条,影音娱乐,83.98,54,35,3.9,18,28,2024/5/21
PROD000403,机械键盘,外设产品,173.71,43,13,4.6,17,6,2024/6/12
PROD000404,充电宝,家用电器,154.77,51,25,4.6,21,21,2024/5/28
PROD000405,路由器,数码配件,340.94,42,41,3.5,23,21,2024/5/28
PROD000406,路由器,投影设备,89.06,53,41,3.2,18,20,2024/5/29
PROD000407,无线耳机,数码配件,169.06,51,32,4.6,22,9,2024/6/9
PROD000408,投影仪,电脑办公,84.78,44,24,4.3,17,9,2024/6/9
PROD000409,路由器,数码配件,115.28,41,45,3.9,17,2,2024/6/16
PROD000410,充电器,电脑办公,262.67,48,33,4.8,17,19,2024/5/30
PROD000411,无线耳机,影音娱乐,132.81,51,25,4.3,20,12,2024/6/6
PROD000412,显示器,外设产品,382.29,44,39,3.9,20,25,2024/5/24
PROD000413,鼠标,存储设备,211.04,63,27,3.8,21,15,2024/6/3
PROD000414,耳机,数码配件,158.95,53,30,4.6,17,26,2024/5/23
PROD000415,内存条,家用电器,132.47,52,31,2.9,26,6,2024/6/12
PROD000416,显示器,家用电器,121.83,44,32,3.9,20,4,2024/6/14
PROD000417,智能手机,智能家居,229.06,46,27,4,14,29,2024/5/20
PROD000418,无线耳机,电源配件,77.94,59,32,3.8,25,23,2024/5/26
PROD000419,鼠标,投影设备,201.04,51,31,4.1,18,12,2024/6/6
PROD000420,智能手机,电脑办公,273.34,51,46,4.1,21,15,2024/6/3
PROD000421,智能手表,外设产品,66.47,50,28,4.6,18,19,2024/5/30
PROD000422,无线耳机,存储设备,125.37,61,34,4.1,20,16,2024/6/2
PROD000423,打印机,电脑办公,110.94,53,30,4.8,22,11,2024/6/7
PROD000424,路由器,家用电器,186.49,39,32,4.1,20,14,2024/6/4
PROD000425,数码相机,家用电器,62.75,50,22,4.1,20,27,2024/5/22
PROD000426,无线耳机,电脑办公,106.24,60,25,4.7,22,20,2024/5/29
PROD000427,显示器,数码配件,89.96,42,30,4.7,19,28,2024/5/21
PROD000428,平板电脑,外设产品,85.71,61,27,4.4,15,22,2024/5/27
PROD000429,鼠标,电源配件,114.13,48,29,4.2,13,23,2024/5/26
PROD000430,智能手表,家用电器,204.13,44,28,4.2,24,24,2024/5/25
PROD000431,智能手表,存储设备,105.05,43,27,3.2,17,16,2024/6/2
PROD000432,耳机,智能家居,84.21,46,28,3.5,25,18,2024/5/31
PROD000433,路由器,外设产品,213.25,52,43,3.8,20,21,2024/5/28
PROD000434,智能手表,电脑办公,405.81,51,44,3.4,14,4,2024/6/14
PROD000435,机械键盘,智能家居,207.05,55,25,4.7,14,17,2024/6/1
PROD000436,鼠标,存储设备,140.19,40,27,3.7,19,5,2024/6/13
PROD000437,充电宝,家用电器,180.09,35,33,4.4,18,3,2024/6/15
PROD000438,数码相机,手机通讯,82.33,54,28,4.5,19,3,2024/6/15
PROD000439,打印机,投影设备,208.73,61,33,4.9,27,15,2024/6/3
PROD000440,电视,影音娱乐,221.75,45,33,3.5,24,8,2024/6/10
PROD000441,投影仪,智能家居,167.14,47,37,5,13,30,2024/5/19
PROD000442,平板电脑,投影设备,183.07,56,20,4,17,8,2024/6/10
PROD000443,数码相机,外设产品,149.39,34,25,4.2,20,6,2024/6/12
PROD000444,智能手表,外设产品,161.79,53,27,4,14,1,2024/6/17
PROD000445,打印机,存储设备,138.87,41,31,4.9,25,6,2024/6/12
PROD000446,打印机,手机通讯,243.53,42,29,4,18,13,2024/6/5
PROD000447,笔记本电脑,智能家居,129.69,35,33,3.4,26,21,2024/5/28
PROD000448,投影仪,投影设备,186.46,44,39,4.6,21,15,2024/6/3
PROD000449,平板电脑,家用电器,200.42,45,36,3.9,24,26,2024/5/23
PROD000450,数据线,家用电器,114.66,60,31,4.6,24,1,2024/6/17
PROD000451,充电器,电脑办公,113.82,49,26,4.5,11,16,2024/6/2
PROD000452,耳机,存储设备,547.76,42,24,4.1,20,28,2024/5/21
PROD000453,笔记本电脑,智能家居,128.51,39,28,3.2,25,21,2024/5/28
PROD000454,固态硬盘,存储设备,213.34,55,26,4.3,30,24,2024/5/25
PROD000455,蓝牙音箱,电脑办公,200.97,47,24,3.9,14,21,2024/5/28
PROD000456,无线耳机,电源配件,145.12,58,27,4.5,15,3,2024/6/15
PROD000457,路由器,智能家居,238.4,42,34,4.3,23,29,2024/5/20
PROD000458,固态硬盘,智能家居,85.51,47,37,4.4,25,2,2024/6/16
PROD000459,机械键盘,电脑办公,164.32,36,32,4.2,22,10,2024/6/8
PROD000460,蓝牙音箱,手机通讯,79.74,46,34,3.6,22,2,2024/6/16
PROD000461,投影仪,影音娱乐,118.12,54,29,4.4,22,12,2024/6/6
PROD000462,电视,电源配件,220.94,41,27,3.9,26,15,2024/6/3
PROD000463,内存条,智能家居,159.48,46,34,3.8,18,30,2024/5/19
PROD000464,智能手表,智能家居,139.46,51,33,4.2,18,6,2024/6/12
PROD000465,路由器,外设产品,99.91,58,35,4.3,21,18,2024/5/31
PROD000466,内存条,智能家居,194.3,56,32,4.7,17,16,2024/6/2
PROD000467,笔记本电脑,电源配件,130.04,49,25,4.2,19,24,2024/5/25
PROD000468,智能手表,电源配件,182.57,73,31,4.4,23,27,2024/5/22
PROD000469,打印机,手机通讯,227.03,46,22,4.8,23,24,2024/5/25
PROD000470,智能手机,存储设备,99.12,53,30,4,31,25,2024/5/24
PROD000471,充电器,投影设备,261.3,42,34,4.4,21,21,2024/5/28
PROD000472,数码相机,外设产品,181.43,51,33,4.5,25,22,2024/5/27
PROD000473,智能手机,电源配件,315.57,65,39,4.3,12,14,2024/6/4
PROD000474,智能手表,数码配件,104.37,45,21,3.9,15,19,2024/5/30
PROD000475,充电宝,外设产品,246.2,48,23,4.2,25,11,2024/6/7
PROD000476,智能手机,数码配件,600.28,58,32,3.7,19,6,2024/6/12
PROD000477,平板电脑,外设产品,213.83,50,33,5,19,5,2024/6/13
PROD000478,内存条,存储设备,166.51,44,35,5,28,19,2024/5/30
PROD000479,无线耳机,家用电器,216.06,59,27,4.7,17,13,2024/6/5
PROD000480,内存条,外设产品,434.53,53,20,3.5,25,29,2024/5/20
PROD000481,数据线,影音娱乐,60.37,50,36,4.4,10,12,2024/6/6
PROD000482,固态硬盘,存储设备,55.87,40,35,4.4,18,8,2024/6/10
PROD000483,内存条,电脑办公,142.6,46,27,4.4,24,2,2024/6/16
PROD000484,智能手机,电脑办公,162.56,44,32,5,21,1,2024/6/17
PROD000485,内存条,智能家居,168.69,51,25,3.4,23,24,2024/5/25
PROD000486,无线耳机,影音娱乐,216.26,49,26,4.1,17,24,2024/5/25
PROD000487,平板电脑,手机通讯,156.6,52,44,3.9,20,23,2024/5/26
PROD000488,鼠标,电源配件,146.95,55,28,4,24,18,2024/5/31
PROD000489,无线耳机,影音娱乐,134.73,55,29,5,30,26,2024/5/23
PROD000490,投影仪,投影设备,74.79,51,28,3.6,21,12,2024/6/6
PROD000491,充电宝,家用电器,192.48,49,35,4.6,18,15,2024/6/3
PROD000492,鼠标,电源配件,226.75,57,35,4.5,19,3,2024/6/15
PROD000493,平板电脑,外设产品,198.15,51,36,3.8,11,9,2024/6/9
PROD000494,鼠标,智能家居,145.26,50,34,3.6,21,18,2024/5/31
PROD000495,智能手表,家用电器,114.03,42,27,4.2,28,3,2024/6/15
PROD000496,笔记本电脑,电源配件,158.94,60,26,4.6,25,17,2024/6/1
PROD000497,耳机,数码配件,219.83,54,33,3.6,14,28,2024/5/21
PROD000498,智能手表,外设产品,132.63,46,22,4.2,12,1,2024/6/17
PROD000499,数码相机,影音娱乐,93.28,60,25,3.8,30,12,2024/6/6
PROD000500,电视,存储设备,149.43,51,30,3.9,16,17,2024/6/1
PROD000501,打印机,外设产品,340.44,49,33,4.7,19,28,2024/5/21
PROD000502,智能手表,智能家居,235.26,41,23,4.1,19,18,2024/5/31
PROD000503,数码相机,投影设备,100.71,36,32,5,28,24,2024/5/25
PROD000504,笔记本电脑,电源配件,269.47,45,35,4,18,1,2024/6/17
PROD000505,耳机,家用电器,87.89,58,34,3.8,20,29,2024/5/20
PROD000506,耳机,投影设备,266.54,59,26,4.7,23,26,2024/5/23
PROD000507,充电器,影音娱乐,121.87,28,41,4,25,17,2024/6/1
PROD000508,智能手表,电脑办公,149.66,65,28,3.5,26,9,2024/6/9
PROD000509,笔记本电脑,电源配件,87.36,45,25,4.8,20,2,2024/6/16
PROD000510,蓝牙音箱,手机通讯,316.87,50,28,3.4,17,28,2024/5/21
PROD000511,平板电脑,手机通讯,101.66,49,23,4.1,16,18,2024/5/31
PROD000512,平板电脑,外设产品,100.24,50,24,4,27,28,2024/5/21
PROD000513,充电宝,存储设备,115.95,40,38,3.4,19,7,2024/6/11
PROD000514,鼠标,家用电器,123.16,51,40,3.9,18,5,2024/6/13
PROD000515,平板电脑,数码配件,202.93,50,21,4.8,17,28,2024/5/21
PROD000516,笔记本电脑,外设产品,100.26,50,33,4.5,25,18,2024/5/31
PROD000517,智能手表,影音娱乐,161.13,53,30,3.5,26,27,2024/5/22
PROD000518,无线耳机,数码配件,242.33,65,34,3.3,24,30,2024/5/19
PROD000519,显示器,智能家居,317.74,60,28,4.2,15,24,2024/5/25
PROD000520,充电宝,智能家居,168.42,45,28,4.2,30,6,2024/6/12
PROD000521,显示器,家用电器,104.41,38,21,3.4,18,24,2024/5/25
PROD000522,智能手表,存储设备,154.86,53,39,4.6,14,10,2024/6/8
PROD000523,数码相机,数码配件,50,60,34,4.6,17,26,2024/5/23
PROD000524,显示器,存储设备,125.83,61,26,4.8,12,4,2024/6/14
PROD000525,电视,外设产品,73.05,36,25,4,13,29,2024/5/20
PROD000526,平板电脑,智能家居,96.79,44,34,3.9,26,18,2024/5/31
PROD000527,投影仪,投影设备,118.76,46,29,3.9,17,27,2024/5/22
PROD000528,鼠标,电源配件,277.9,41,38,3.4,19,12,2024/6/6
PROD000529,智能手机,家用电器,156.09,62,30,4.5,23,25,2024/5/24
PROD000530,笔记本电脑,电脑办公,108.95,43,26,3.3,16,20,2024/5/29
PROD000531,内存条,存储设备,78.68,49,33,4.2,22,8,2024/6/10
PROD000532,显示器,外设产品,111.02,50,38,4.3,25,11,2024/6/7
PROD000533,充电器,手机通讯,164.42,55,24,5,17,5,2024/6/13
PROD000534,平板电脑,数码配件,144.34,35,24,4.4,14,14,2024/6/4
PROD000535,路由器,手机通讯,206.38,54,24,4.2,23,8,2024/6/10
PROD000536,蓝牙音箱,外设产品,195.21,41,28,3.8,16,10,2024/6/8
PROD000537,智能手机,手机通讯,58.32,47,29,4.8,24,28,2024/5/21
PROD000538,充电器,影音娱乐,166.75,52,27,4.2,18,20,2024/5/29
PROD000539,智能手机,影音娱乐,394.02,61,33,3.7,20,19,2024/5/30
PROD000540,充电宝,投影设备,416.87,38,25,5,17,1,2024/6/17
PROD000541,机械键盘,影音娱乐,183.38,51,27,3.6,17,21,2024/5/28
PROD000542,充电宝,外设产品,93.76,61,28,4.3,24,27,2024/5/22
PROD000543,投影仪,电脑办公,168.73,41,24,4.3,16,10,2024/6/8
PROD000544,机械键盘,影音娱乐,310.29,48,25,2.7,19,17,2024/6/1
PROD000545,平板电脑,数码配件,339.35,32,30,4.5,11,7,2024/6/11
PROD000546,电视,家用电器,80.29,56,33,3.6,20,1,2024/6/17
PROD000547,充电器,家用电器,97.52,56,36,4.1,13,26,2024/5/23
PROD000548,蓝牙音箱,投影设备,154.09,45,32,4.4,27,23,2024/5/26
PROD000549,显示器,数码配件,206.29,52,22,4.4,26,27,2024/5/22
PROD000550,平板电脑,电源配件,134.7,45,32,4.8,21,26,2024/5/23
PROD000551,笔记本电脑,手机通讯,138.89,53,28,4.6,28,16,2024/6/2
PROD000552,电视,智能家居,129.74,65,36,4.3,31,12,2024/6/6
PROD000553,电视,存储设备,160.78,51,28,3.8,27,2,2024/6/16
PROD000554,耳机,投影设备,179.04,38,23,4.2,22,8,2024/6/10
PROD000555,显示器,外设产品,126.63,51,33,4.7,23,30,2024/5/19
PROD000556,内存条,外设产品,142.49,55,37,4.7,15,13,2024/6/5
PROD000557,无线耳机,电源配件,144.83,72,28,3.5,17,30,2024/5/19
PROD000558,鼠标,智能家居,140.57,42,32,4.8,18,9,2024/6/9
PROD000559,电视,存储设备,113.61,42,19,4.7,21,24,2024/5/25
PROD000560,鼠标,投影设备,163.74,43,35,4.4,15,15,2024/6/3
PROD000561,投影仪,数码配件,95.41,50,24,4.2,19,20,2024/5/29
PROD000562,鼠标,外设产品,108.78,49,28,3.8,19,22,2024/5/27
PROD000563,显示器,外设产品,64.01,46,33,4.1,16,4,2024/6/14
PROD000564,数码相机,智能家居,112.99,43,31,3.7,17,29,2024/5/20
PROD000565,平板电脑,电脑办公,156.58,57,26,3,12,25,2024/5/24
PROD000566,平板电脑,电脑办公,198.65,56,32,4.1,21,6,2024/6/12
PROD000567,智能手表,电源配件,165.8,56,20,4.1,24,9,2024/6/9
PROD000568,耳机,存储设备,348.73,44,33,4.9,18,17,2024/6/1
PROD000569,蓝牙音箱,投影设备,235.68,43,29,4.4,23,8,2024/6/10
PROD000570,路由器,数码配件,218.09,46,32,3.6,18,26,2024/5/23
PROD000571,数码相机,影音娱乐,104.97,62,34,4.3,22,7,2024/6/11
PROD000572,耳机,电脑办公,132.07,43,30,3.7,27,26,2024/5/23
PROD000573,智能手表,电源配件,76.86,69,27,4.4,23,10,2024/6/8
PROD000574,充电器,投影设备,248.37,50,17,3.8,26,4,2024/6/14
PROD000575,平板电脑,家用电器,241.44,56,28,4.1,19,4,2024/6/14
PROD000576,智能手表,智能家居,165.15,46,32,3.7,16,26,2024/5/23
PROD000577,投影仪,存储设备,170.39,49,26,4.8,28,25,2024/5/24
PROD000578,数码相机,智能家居,271.55,39,35,4.2,27,6,2024/6/12
PROD000579,投影仪,家用电器,139.13,55,29,4.3,12,24,2024/5/25
PROD000580,智能手机,投影设备,91.71,50,34,4,18,21,2024/5/28
PROD000581,智能手机,投影设备,189.95,52,23,4.6,22,17,2024/6/1
PROD000582,耳机,电脑办公,340.95,69,33,4,17,5,2024/6/13
PROD000583,投影仪,家用电器,80.66,56,37,3.6,22,10,2024/6/8
PROD000584,智能手表,家用电器,86.2,45,35,5,18,6,2024/6/12
PROD000585,打印机,投影设备,253.5,46,26,3.9,18,10,2024/6/8
PROD000586,智能手表,电脑办公,306.58,48,25,4.4,17,12,2024/6/6
PROD000587,平板电脑,投影设备,195.98,41,26,3.2,20,7,2024/6/11
PROD000588,投影仪,智能家居,157.08,59,25,4.3,12,25,2024/5/24
PROD000589,平板电脑,手机通讯,126.84,56,27,4.2,27,7,2024/6/11
PROD000590,路由器,存储设备,207.17,63,32,4,18,21,2024/5/28
PROD000591,耳机,外设产品,165.93,45,28,4.8,22,3,2024/6/15
PROD000592,打印机,电源配件,138.9,51,25,4.2,21,6,2024/6/12
PROD000593,智能手机,电源配件,128.36,38,32,3.6,16,20,2024/5/29
PROD000594,内存条,影音娱乐,133.56,52,30,4.3,11,14,2024/6/4
PROD000595,固态硬盘,智能家居,224.7,45,39,4.5,14,9,2024/6/9
PROD000596,投影仪,外设产品,132.54,51,26,3.7,15,12,2024/6/6
PROD000597,笔记本电脑,家用电器,205.41,46,28,3.7,24,21,2024/5/28
PROD000598,耳机,手机通讯,318.18,52,32,3.4,11,29,2024/5/20
PROD000599,耳机,智能家居,163.14,39,32,4.4,15,13,2024/6/5
PROD000600,蓝牙音箱,影音娱乐,382.15,61,23,3.9,18,26,2024/5/23
PROD000601,鼠标,家用电器,145.98,56,35,3.1,19,5,2024/6/13
PROD000602,机械键盘,投影设备,54.35,56,37,3.7,22,9,2024/6/9
PROD000603,笔记本电脑,智能家居,288.72,54,28,3.8,22,8,2024/6/10
PROD000604,耳机,存储设备,110.12,55,26,5,15,8,2024/6/10
PROD000605,打印机,智能家居,135.17,48,40,4.4,19,18,2024/5/31
PROD000606,充电宝,智能家居,79.75,48,25,3.5,17,4,2024/6/14
PROD000607,耳机,外设产品,109.89,34,27,4.6,31,9,2024/6/9
PROD000608,路由器,电源配件,117.07,41,31,4.5,29,6,2024/6/12
PROD000609,无线耳机,投影设备,113.08,40,31,4.1,17,28,2024/5/21
PROD000610,显示器,影音娱乐,185.98,51,20,3.7,16,28,2024/5/21
PROD000611,充电器,存储设备,150.99,50,36,3.7,29,9,2024/6/9
PROD000612,路由器,手机通讯,416.47,43,30,3.5,22,23,2024/5/26
PROD000613,充电器,电脑办公,112.62,39,25,4.4,24,27,2024/5/22
PROD000614,路由器,智能家居,135.99,54,26,4.1,23,27,2024/5/22
PROD000615,电视,电脑办公,326.77,45,26,4.5,21,11,2024/6/7
PROD000616,机械键盘,存储设备,57.13,61,32,4.9,21,16,2024/6/2
PROD000617,耳机,智能家居,176.26,48,31,4.3,22,10,2024/6/8
PROD000618,智能手表,智能家居,168.44,47,25,4.2,19,19,2024/5/30
PROD000619,电视,电脑办公,141.37,62,25,4.8,22,5,2024/6/13
PROD000620,路由器,数码配件,91.76,46,32,4.1,14,22,2024/5/27
PROD000621,打印机,数码配件,261.91,46,32,4.5,29,11,2024/6/7
PROD000622,数码相机,电源配件,84.15,44,35,4.8,26,3,2024/6/15
PROD000623,打印机,外设产品,96.43,64,39,3.4,19,8,2024/6/10
PROD000624,机械键盘,电脑办公,90.46,54,33,4.1,19,6,2024/6/12
PROD000625,智能手表,手机通讯,92.2,56,23,4.7,21,10,2024/6/8
PROD000626,笔记本电脑,数码配件,260.09,46,33,4.5,12,10,2024/6/8
PROD000627,耳机,投影设备,337.45,36,34,4.6,11,22,2024/5/27
PROD000628,固态硬盘,智能家居,162.89,39,43,3.8,23,15,2024/6/3
PROD000629,智能手表,数码配件,82.22,51,21,4.5,24,30,2024/5/19
PROD000630,显示器,外设产品,73.69,53,44,3.8,24,27,2024/5/22
PROD000631,机械键盘,家用电器,213.38,48,34,4.5,18,20,2024/5/29
PROD000632,无线耳机,电脑办公,99.29,51,26,3.6,20,21,2024/5/28
PROD000633,无线耳机,投影设备,62.55,46,25,3.5,19,13,2024/6/5
PROD000634,数码相机,投影设备,88.89,57,31,4,11,6,2024/6/12
PROD000635,路由器,存储设备,178.03,59,24,4.2,20,26,2024/5/23
PROD000636,智能手表,智能家居,50,45,30,5,19,2,2024/6/16
PROD000637,平板电脑,家用电器,139.89,42,31,4.6,23,3,2024/6/15
PROD000638,笔记本电脑,电脑办公,432.22,55,29,4.1,16,13,2024/6/5
PROD000639,数码相机,手机通讯,168.84,53,29,4.2,21,5,2024/6/13
PROD000640,内存条,家用电器,164.24,46,36,4.2,28,17,2024/6/1
PROD000641,充电器,外设产品,64.66,47,30,4,18,11,2024/6/7
PROD000642,耳机,手机通讯,232.62,38,24,3.7,21,12,2024/6/6
PROD000643,打印机,电源配件,506.53,55,28,4.1,24,29,2024/5/20
PROD000644,无线耳机,手机通讯,106.01,51,27,4.4,17,7,2024/6/11
PROD000645,固态硬盘,投影设备,201.85,45,31,4.4,22,13,2024/6/5
PROD000646,打印机,电源配件,204.59,55,29,4.2,24,2,2024/6/16
PROD000647,笔记本电脑,数码配件,97.43,48,32,3.4,28,25,2024/5/24
PROD000648,数据线,智能家居,56.84,55,33,4.6,19,25,2024/5/24
PROD000649,数码相机,电脑办公,121.3,47,38,3.2,14,20,2024/5/29
PROD000650,打印机,存储设备,313.24,65,23,4,16,24,2024/5/25
PROD000651,路由器,数码配件,118.68,61,29,5,20,26,2024/5/23
PROD000652,显示器,智能家居,194.42,50,32,4,10,14,2024/6/4
PROD000653,路由器,影音娱乐,265.32,50,37,4.3,12,22,2024/5/27
PROD000654,打印机,电源配件,50,41,26,4.3,17,4,2024/6/14
PROD000655,鼠标,数码配件,66.39,44,38,3.3,28,1,2024/6/17
PROD000656,无线耳机,影音娱乐,219.31,63,30,2.8,20,22,2024/5/27
PROD000657,智能手机,影音娱乐,54.27,59,20,4.5,12,18,2024/5/31
PROD000658,智能手表,数码配件,61.01,47,25,4.3,21,6,2024/6/12
PROD000659,充电器,电源配件,191.29,46,26,4.5,17,5,2024/6/13
PROD000660,数码相机,手机通讯,125.47,64,42,3.8,20,18,2024/5/31
PROD000661,无线耳机,数码配件,216.96,43,32,4.1,25,6,2024/6/12
PROD000662,显示器,影音娱乐,136.43,38,28,4.3,20,1,2024/6/17
